,comment,filter,seqtot,seqnum,seqid,expType,object,proposer,program,RA,propid,dec,expTime,count
192,test,N708,248,193,Engineering run test,object,G09,LeathaudGreene,Merian,148.02068788701277,2020B-0288,0.7318039758974969,600.0,1
193,test,N708,248,194,Engineering run test,object,G09,LeathaudGreene,Merian,148.3128180974399,2020B-0288,0.6582366294253791,600.0,1
194,test,N708,248,195,Engineering run test,object,G09,LeathaudGreene,Merian,148.60739930246,2020B-0288,0.6126442858482951,600.0,1
195,test,N708,248,196,Engineering run test,object,G09,LeathaudGreene,Merian,148.90195375296815,2020B-0288,0.5668097960965963,600.0,1
196,test,N708,248,197,Engineering run test,object,G09,LeathaudGreene,Merian,147.18702804724828,2020B-0288,2.328672879629924,600.0,1
197,test,N708,248,198,Engineering run test,object,G09,LeathaudGreene,Merian,147.4803008938112,2020B-0288,2.2556866229090433,600.0,1
198,test,N708,248,199,Engineering run test,object,G09,LeathaudGreene,Merian,147.7755021998999,2020B-0288,2.210408474495114,600.0,1
199,test,N708,248,200,Engineering run test,object,G09,LeathaudGreene,Merian,148.0706637598723,2020B-0288,2.164881376953146,600.0,1
200,test,N708,248,201,Engineering run test,object,G09,LeathaudGreene,Merian,146.33417264233282,2020B-0288,3.9319126190374583,600.0,1
201,test,N708,248,202,Engineering run test,object,G09,LeathaudGreene,Merian,146.62865588075013,2020B-0288,3.8595367831857352,600.0,1
202,test,N708,248,203,Engineering run test,object,G09,LeathaudGreene,Merian,146.92451872736382,2020B-0288,3.8145899267516925,600.0,1
203,test,N708,248,204,Engineering run test,object,G09,LeathaudGreene,Merian,147.2203289175878,2020B-0288,3.769387191142883,600.0,1
204,test,N708,248,205,Engineering run test,object,G09,LeathaudGreene,Merian,150.5162611352662,2020B-0288,-0.8705168266688436,600.0,1
205,test,N708,248,206,Engineering run test,object,G09,LeathaudGreene,Merian,150.80733933922508,2020B-0288,-0.9457309851085216,600.0,1
206,test,N708,248,207,Engineering run test,object,G09,LeathaudGreene,Merian,151.10135791446166,2020B-0288,-0.9922071468747975,600.0,1
